OBJECTID,DESCRIPTION,ID,MEDAGE_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1371,95075 (Tres Pinos),95075,47.9,47.9,15140000.0,25321.66870925112,1756054284498,Synapse54,1756054284498,Synapse54
1372,95076 (Watsonville),95076,36.6,36.6,547181202.8828125,209097.8117276596,1756054284498,Synapse54,1756054284498,Synapse54
1373,95110 (San Jose),95110,37.5,37.5,18821250.0,37872.714303980494,1756054284498,Synapse54,1756054284498,Synapse54
1374,95111 (San Jose),95111,38.8,38.8,23545000.0,27727.413934021675,1756054284498,Synapse54,1756054284498,Synapse54
1375,95112 (San Jose),95112,37.3,37.3,28413750.0,42576.92091859367,1756054284498,Synapse54,1756054284498,Synapse54
1376,95113 (San Jose),95113,38.4,38.4,1572500.0,12509.908716221269,1756054284498,Synapse54,1756054284498,Synapse54
1377,95116 (San Jose),95116,37.2,37.2,15091250.0,19194.42431565609,1756054284498,Synapse54,1756054284498,Synapse54
1378,95117 (San Jose),95117,38.7,38.7,10040000.0,13563.066914427814,1756054284498,Synapse54,1756054284498,Synapse54
1379,95118 (San Jose),95118,42.3,42.3,16748750.0,20790.016909650214,1756054284498,Synapse54,1756054284498,Synapse54
1380,95119 (San Jose),95119,41.9,41.9,10150000.0,15824.832052249589,1756054284498,Synapse54,1756054284498,Synapse54
1381,95120 (San Jose),95120,48.0,48.0,115900000.0,62423.60273330358,1756054284498,Synapse54,1756054284498,Synapse54
1382,95121 (San Jose),95121,42.9,42.9,17627500.0,24974.05254817463,1756054284498,Synapse54,1756054284498,Synapse54
1383,95122 (San Jose),95122,38.2,38.2,19180000.0,24679.033556375616,1756054284498,Synapse54,1756054284498,Synapse54
1384,95123 (San Jose),95123,40.8,40.8,30756250.0,28965.20550065298,1756054284498,Synapse54,1756054284498,Synapse54
1385,95124 (San Jose),95124,42.8,42.8,26415000.0,35812.08785219395,1756054284498,Synapse54,1756054284498,Synapse54
1386,95125 (San Jose),95125,43.2,43.2,31215000.0,31565.90746691394,1756054284498,Synapse54,1756054284498,Synapse54
1387,95126 (San Jose),95126,38.2,38.2,13606250.0,26032.288251099842,1756054284498,Synapse54,1756054284498,Synapse54
1388,95127 (San Jose),95127,39.8,39.8,61596250.0,61539.14285612651,1756054284498,Synapse54,1756054284498,Synapse54
1389,95128 (San Jose),95128,41.3,41.3,15611250.0,23082.618138712827,1756054284498,Synapse54,1756054284498,Synapse54
1390,95129 (San Jose),95129,43.2,43.2,17525000.0,23718.872866454236,1756054284498,Synapse54,1756054284498,Synapse54
1391,95130 (San Jose),95130,42.1,42.1,6727500.0,20078.367663288223,1756054284498,Synapse54,1756054284498,Synapse54
1392,95131 (San Jose),95131,40.9,40.9,24108750.0,25856.419197457373,1756054284498,Synapse54,1756054284498,Synapse54
1393,95132 (San Jose),95132,43.1,43.1,67500000.0,43962.26172469848,1756054284498,Synapse54,1756054284498,Synapse54
1394,95133 (San Jose),95133,40.7,40.7,13456250.0,17424.397731506586,1756054284498,Synapse54,1756054284498,Synapse54
1395,95134 (San Jose),95134,32.4,32.4,39288750.0,44428.56868248859,1756054284498,Synapse54,1756054284498,Synapse54
1396,95135 (San Jose),95135,51.0,51.0,112580000.0,62404.64123578639,1756054284498,Synapse54,1756054284498,Synapse54
1397,95136 (San Jose),95136,40.6,40.6,22698750.0,22943.709242264922,1756054284498,Synapse54,1756054284498,Synapse54
1398,95138 (San Jose),95138,42.9,42.9,104273750.0,54173.82606581539,1756054284498,Synapse54,1756054284498,Synapse54
1399,95139 (San Jose),95139,43.2,43.2,6090000.0,11689.784500804102,1756054284498,Synapse54,1756054284498,Synapse54
1400,95140 (Mount Hamilton),95140,44.7,44.7,384943750.0,143521.2003116066,1756054284498,Synapse54,1756054284498,Synapse54
1401,95141 (San Jose),95141,36.7,36.7,9501250.0,21659.687460942012,1756054284498,Synapse54,1756054284498,Synapse54
1402,95148 (San Jose),95148,43.0,43.0,38987500.0,34710.85621350365,1756054284498,Synapse54,1756054284498,Synapse54
1403,95192 (San Jose),95192,18.3,18.3,537500.0,3059.578513849123,1756054284498,Synapse54,1756054284498,Synapse54
1404,95202 (Stockton),95202,40.2,40.2,4191250.0,8872.64327375857,1756054284498,Synapse54,1756054284498,Synapse54
1405,95203 (Stockton),95203,35.6,35.6,28541250.0,33953.41244620101,1756054284498,Synapse54,1756054284498,Synapse54
1406,95204 (Stockton),95204,38.9,38.9,21938750.0,29805.002001321114,1756054284498,Synapse54,1756054284498,Synapse54
1407,95205 (Stockton),95205,31.5,31.5,37618750.0,34186.86113131684,1756054284498,Synapse54,1756054284498,Synapse54
1408,95206 (Stockton),95206,33.0,33.0,732466695.7226562,238425.08953483647,1756054284498,Synapse54,1756054284498,Synapse54
1409,95207 (Stockton),95207,35.8,35.8,31347500.0,24061.943717001886,1756054284498,Synapse54,1756054284498,Synapse54
1410,95209 (Stockton),95209,38.7,38.7,33943750.0,34313.51886867233,1756054284498,Synapse54,1756054284498,Synapse54
1411,95210 (Stockton),95210,34.1,34.1,28723750.0,34335.52218713649,1756054284498,Synapse54,1756054284498,Synapse54
1412,95211 (Stockton),95211,20.6,20.6,818750.0,4371.8356370893425,1756054284498,Synapse54,1756054284498,Synapse54
1413,95212 (Stockton),95212,37.3,37.3,90276250.0,51469.02791582284,1756054284498,Synapse54,1756054284498,Synapse54
1414,95215 (Stockton),95215,37.3,37.3,394213750.0,113509.54465943026,1756054284498,Synapse54,1756054284498,Synapse54
1415,95219 (Stockton),95219,39.3,39.3,279824122.80859375,178749.15812766465,1756054284498,Synapse54,1756054284498,Synapse54
1416,95220 (Acampo),95220,43.6,43.6,256686250.0,125871.80877102612,1756054284498,Synapse54,1756054284498,Synapse54
1417,95222 (Angels Camp),95222,51.6,51.6,439684500.0,150850.71139755216,1756054284498,Synapse54,1756054284498,Synapse54
1418,95223 (Arnold),95223,60.2,60.2,853170000.0,277631.58410817356,1756054284498,Synapse54,1756054284498,Synapse54
1419,95224 (Avery),95224,57.7,57.7,19138750.0,26741.109708950742,1756054284498,Synapse54,1756054284498,Synapse54
1420,95225 (Burson),95225,45.8,45.8,6565000.0,18952.897383069205,1756054284498,Synapse54,1756054284498,Synapse54
1421,95226 (Campo Seco),95226,42.5,42.5,16312500.0,19555.68235962441,1756054284498,Synapse54,1756054284498,Synapse54
1422,95227 (Clements),95227,44.0,44.0,104026250.0,50542.49875672118,1756054284498,Synapse54,1756054284498,Synapse54
1423,95228 (Copperopolis),95228,49.9,49.9,465918000.0,126142.00976249577,1756054284498,Synapse54,1756054284498,Synapse54
1424,95230 (Farmington),95230,42.1,42.1,655757500.0,215593.54785855138,1756054284498,Synapse54,1756054284498,Synapse54
1425,95231 (French Camp),95231,34.9,34.9,42151250.0,38459.797514065256,1756054284498,Synapse54,1756054284498,Synapse54
1426,95232 (Glencoe),95232,60.1,60.1,32872500.0,28002.730957535136,1756054284498,Synapse54,1756054284498,Synapse54
1427,95236 (Linden),95236,42.5,42.5,590838750.0,144437.56742153876,1756054284498,Synapse54,1756054284498,Synapse54
1428,95237 (Lockeford),95237,43.4,43.4,53038750.0,41855.59841112344,1756054284498,Synapse54,1756054284498,Synapse54
1429,95240 (Lodi),95240,37.0,37.0,271697500.0,129414.12093028323,1756054284498,Synapse54,1756054284498,Synapse54
1430,95242 (Lodi),95242,43.2,43.2,514797500.0,142314.40654369505,1756054284498,Synapse54,1756054284498,Synapse54
1431,95245 (Mokelumne Hill),95245,57.6,57.6,246500000.0,167799.2240930564,1756054284498,Synapse54,1756054284498,Synapse54
1432,95246 (Mountain Ranch),95246,55.6,55.6,300903750.0,155985.91744224896,1756054284498,Synapse54,1756054284498,Synapse54
1433,95247 (Murphys),95247,58.6,58.6,210182500.0,128237.21647112221,1756054284498,Synapse54,1756054284498,Synapse54
1434,95248 (Rail Road Flat),95248,60.1,60.1,269016250.0,125831.65568460984,1756054284498,Synapse54,1756054284498,Synapse54
1435,95249 (San Andreas),95249,51.1,51.1,295873750.0,144507.11809474317,1756054284498,Synapse54,1756054284498,Synapse54
1436,95251 (Vallecito),95251,51.7,51.7,24076250.0,32576.345714834246,1756054284498,Synapse54,1756054284498,Synapse54
1437,95252 (Valley Springs),95252,46.2,46.2,742363750.0,218403.1196745498,1756054284498,Synapse54,1756054284498,Synapse54
1438,95253 (Victor),95253,52.0,52.0,176250.0,1876.0725631642915,1756054284498,Synapse54,1756054284498,Synapse54
1439,95254 (Wallace),95254,45.2,45.2,19816250.0,30523.929940698195,1756054284498,Synapse54,1756054284498,Synapse54
1440,95555 (Orick),95555,49.1,49.1,403261250.0,96434.3067568054,1756054284498,Synapse54,1756054284498,Synapse54
1441,95556 (Orleans),95556,43.9,43.9,340331250.0,135306.3609912764,1756054284498,Synapse54,1756054284498,Synapse54
1442,95558 (Petrolia),95558,49.2,49.2,485215000.0,143750.3595794401,1756054284498,Synapse54,1756054284498,Synapse54
1443,95560 (Redway),95560,48.1,48.1,74698750.0,76643.54319942599,1756054284498,Synapse54,1756054284498,Synapse54
1444,95562 (Rio Dell),95562,41.0,41.0,65412500.0,42521.21574108776,1756054284498,Synapse54,1756054284498,Synapse54
1445,95563 (Salyer),95563,53.8,53.8,576823750.0,167707.18547169448,1756054284498,Synapse54,1756054284498,Synapse54
1446,95564 (Samoa),95564,43.0,43.0,13613750.0,26794.81083986442,1756054284498,Synapse54,1756054284498,Synapse54
1447,95565 (Scotia),95565,35.7,35.7,258228750.0,102804.59030537795,1756054284498,Synapse54,1756054284498,Synapse54
1448,95567 (Smith River),95567,47.7,47.7,207543750.0,80206.21304207419,1756054284498,Synapse54,1756054284498,Synapse54
1449,95568 (Somes Bar),95568,45.3,45.3,4673847500.0,605193.3136278172,1756054284498,Synapse54,1756054284498,Synapse54
1450,95569 (Redcrest),95569,44.4,44.4,165897500.0,129291.58447790495,1756054284498,Synapse54,1756054284498,Synapse54
1451,95570 (Trinidad),95570,51.7,51.7,635026250.0,146218.21392926737,1756054284498,Synapse54,1756054284498,Synapse54
1452,95571 (Weott),95571,42.9,42.9,5066250.0,13747.213840738383,1756054284498,Synapse54,1756054284498,Synapse54
1453,95573 (Willow Creek),95573,48.7,48.7,280951250.0,116185.9885209529,1756054284498,Synapse54,1756054284498,Synapse54
1454,95585 (Leggett),95585,53.4,53.4,411372500.0,173441.61489266442,1756054284498,Synapse54,1756054284498,Synapse54
1455,95587 (Piercy),95587,53.4,53.4,806586250.0,274537.39875070145,1756054284498,Synapse54,1756054284498,Synapse54
1456,95589 (Whitethorn),95589,52.1,52.1,452888750.0,202530.95821566417,1756054284498,Synapse54,1756054284498,Synapse54
1457,95595 (Zenia),95595,60.3,60.3,771378750.0,234498.72299648833,1756054284498,Synapse54,1756054284498,Synapse54
1458,95601 (Amador City),95601,55.3,55.3,6330000.0,12105.46669208914,1756054284498,Synapse54,1756054284498,Synapse54
1459,95602 (Auburn),95602,53.7,53.7,228861250.0,101643.44572394979,1756054284498,Synapse54,1756054284498,Synapse54
1460,95603 (Auburn),95603,49.8,49.8,167436250.0,124389.16598712743,1756054284498,Synapse54,1756054284498,Synapse54
1461,95605 (West Sacramento),95605,39.0,39.0,17493750.0,21649.646815072476,1756054284498,Synapse54,1756054284498,Synapse54
1462,95606 (Brooks),95606,51.8,51.8,313933632.3515625,122592.91858248548,1756054284498,Synapse54,1756054284498,Synapse54
1463,95607 (Capay),95607,48.5,48.5,244283750.0,106556.43603272011,1756054284498,Synapse54,1756054284498,Synapse54
1464,95608 (Carmichael),95608,43.9,43.9,55537500.0,43402.52086278619,1756054284498,Synapse54,1756054284498,Synapse54
1465,95610 (Citrus Heights),95610,40.1,40.1,32896250.0,28040.05707323537,1756054284498,Synapse54,1756054284498,Synapse54
1466,95612 (Clarksburg),95612,42.1,42.1,238371250.0,80438.93945796073,1756054284498,Synapse54,1756054284498,Synapse54
1467,95614 (Cool),95614,53.1,53.1,129770000.0,67341.17923520946,1756054284498,Synapse54,1756054284498,Synapse54
1468,95615 (Courtland),95615,40.3,40.3,89042500.0,60558.69069895695,1756054284498,Synapse54,1756054284498,Synapse54
1469,95616 (Davis),95616,24.8,24.8,134648750.0,90621.12669147256,1756054284498,Synapse54,1756054284498,Synapse54
1470,95618 (Davis),95618,35.9,35.9,177263750.0,69347.3963329033,1756054284498,Synapse54,1756054284498,Synapse54
1471,95619 (Diamond Springs),95619,47.9,47.9,22715000.0,33728.03559781899,1756054284498,Synapse54,1756054284498,Synapse54
1472,95620 (Dixon),95620,39.4,39.4,975333750.0,186668.8505655002,1756054284498,Synapse54,1756054284498,Synapse54
1473,95621 (Citrus Heights),95621,42.9,42.9,28373750.0,29276.72198823885,1756054284498,Synapse54,1756054284498,Synapse54
1474,95623 (El Dorado),95623,53.8,53.8,198198750.0,82806.17082046167,1756054284498,Synapse54,1756054284498,Synapse54
1475,95624 (Elk Grove),95624,40.0,40.0,207263750.0,93810.86932776653,1756054284498,Synapse54,1756054284498,Synapse54
1476,95626 (Elverta),95626,44.4,44.4,75273750.0,62281.27003794675,1756054284498,Synapse54,1756054284498,Synapse54
1477,95627 (Esparto),95627,37.7,37.7,209278750.0,98626.89718637253,1756054284498,Synapse54,1756054284498,Synapse54
1478,95628 (Fair Oaks),95628,46.5,46.5,56452500.0,46956.85701374299,1756054284498,Synapse54,1756054284498,Synapse54
1479,95629 (Fiddletown),95629,59.7,59.7,234036250.0,110645.35868494297,1756054284498,Synapse54,1756054284498,Synapse54
1480,95630 (Folsom),95630,41.8,41.8,127757500.0,57246.472775733644,1756054284498,Synapse54,1756054284498,Synapse54
1481,95631 (Foresthill),95631,49.8,49.8,2111276250.0,330044.8677382154,1756054284498,Synapse54,1756054284498,Synapse54
1482,95632 (Galt),95632,38.7,38.7,467006250.0,176163.14787131862,1756054284498,Synapse54,1756054284498,Synapse54
1483,95633 (Garden Valley),95633,51.8,51.8,138535000.0,100303.45200139942,1756054284498,Synapse54,1756054284498,Synapse54
1484,95634 (Georgetown),95634,51.2,51.2,586331250.0,206170.1615135614,1756054284498,Synapse54,1756054284498,Synapse54
1485,95635 (Greenwood),95635,51.8,51.8,73238750.0,72536.78177776521,1756054284498,Synapse54,1756054284498,Synapse54
1486,95636 (Grizzly Flats),95636,51.0,51.0,192052500.0,106429.58745286285,1756054284498,Synapse54,1756054284498,Synapse54
1487,95637 (Guinda),95637,48.3,48.3,14013750.0,33016.722105437475,1756054284498,Synapse54,1756054284498,Synapse54
1488,95638 (Herald),95638,43.8,43.8,330088750.0,107261.8281987377,1756054284498,Synapse54,1756054284498,Synapse54
1489,95640 (Ione),95640,45.4,45.4,549381250.0,136251.31015715358,1756054284498,Synapse54,1756054284498,Synapse54
1490,95641 (Isleton),95641,53.4,53.4,196952500.0,85972.09282036728,1756054284498,Synapse54,1756054284498,Synapse54
1491,95642 (Jackson),95642,52.5,52.5,269095000.0,117303.75859031816,1756054284498,Synapse54,1756054284498,Synapse54
1492,95645 (Knights Landing),95645,41.5,41.5,601513750.0,179668.49950558136,1756054284498,Synapse54,1756054284498,Synapse54
1493,95648 (Lincoln),95648,45.9,45.9,598452500.0,158580.00192482027,1756054284498,Synapse54,1756054284498,Synapse54
1494,95650 (Loomis),95650,45.5,45.5,105892500.0,77784.2435391666,1756054284498,Synapse54,1756054284498,Synapse54
1495,95651 (Lotus),95651,51.8,51.8,90150000.0,70266.25800352584,1756054284498,Synapse54,1756054284498,Synapse54
1496,95652 (McClellan),95652,31.2,31.2,17265000.0,25118.99162198002,1756054284498,Synapse54,1756054284498,Synapse54
1497,95653 (Madison),95653,37.5,37.5,30662500.0,27328.069822355345,1756054284498,Synapse54,1756054284498,Synapse54
1498,95655 (Mather),95655,37.7,37.7,32498750.0,28625.206817819926,1756054284498,Synapse54,1756054284498,Synapse54
1499,95658 (Newcastle),95658,51.7,51.7,107123750.0,80971.69854625707,1756054284498,Synapse54,1756054284498,Synapse54
1500,95659 (Nicolaus),95659,46.2,46.2,207825000.0,88509.42595435788,1756054284498,Synapse54,1756054284498,Synapse54
1501,95660 (North Highlands),95660,35.5,35.5,26956250.0,34400.86018467556,1756054284498,Synapse54,1756054284498,Synapse54
1502,95661 (Roseville),95661,44.1,44.1,37770000.0,28654.20341977457,1756054284498,Synapse54,1756054284498,Synapse54
1503,95662 (Orangevale),95662,44.2,44.2,46663750.0,39046.453534486136,1756054284498,Synapse54,1756054284498,Synapse54
1504,95663 (Penryn),95663,47.7,47.7,35065000.0,43195.3209953149,1756054284498,Synapse54,1756054284498,Synapse54
1505,95664 (Pilot Hill),95664,52.8,52.8,193192500.0,98449.49559729802,1756054284498,Synapse54,1756054284498,Synapse54
1506,95665 (Pine Grove),95665,56.6,56.6,93128750.0,81081.28753298364,1756054284498,Synapse54,1756054284498,Synapse54
1507,95666 (Pioneer),95666,59.9,59.9,1036773750.0,221211.86314134565,1756054284498,Synapse54,1756054284498,Synapse54
1508,95667 (Placerville),95667,50.4,50.4,741970000.0,258073.8485237631,1756054284498,Synapse54,1756054284498,Synapse54
1509,95668 (Pleasant Grove),95668,43.6,43.6,272217500.0,135943.76271137001,1756054284498,Synapse54,1756054284498,Synapse54
1510,95669 (Plymouth),95669,50.4,50.4,367658750.0,115651.07854216412,1756054284498,Synapse54,1756054284498,Synapse54
1511,95670 (Rancho Cordova),95670,40.1,40.1,55205000.0,48817.061498777875,1756054284498,Synapse54,1756054284498,Synapse54
1512,95672 (Rescue),95672,47.6,47.6,90327750.0,65814.5786662262,1756054284498,Synapse54,1756054284498,Synapse54
1513,95673 (Rio Linda),95673,39.1,39.1,58522500.0,42619.8173565018,1756054284498,Synapse54,1756054284498,Synapse54
1514,95674 (Rio Oso),95674,40.8,40.8,136590000.0,56998.426718015304,1756054284498,Synapse54,1756054284498,Synapse54
1515,95676 (Robbins),95676,41.5,41.5,4867500.0,9077.601539022937,1756054284498,Synapse54,1756054284498,Synapse54
1516,95677 (Rocklin),95677,42.2,42.2,38355000.0,32731.03687624511,1756054284498,Synapse54,1756054284498,Synapse54
1517,95678 (Roseville),95678,39.4,39.4,51355000.0,39259.433649821345,1756054284498,Synapse54,1756054284498,Synapse54
1518,95679 (Rumsey),95679,43.5,43.5,111148750.0,75044.38352411913,1756054284498,Synapse54,1756054284498,Synapse54
1519,95681 (Sheridan),95681,45.3,45.3,86680000.0,48221.185050225344,1756054284498,Synapse54,1756054284498,Synapse54
1520,95682 (Shingle Springs),95682,46.1,46.1,369791923.078125,114766.97654648358,1756054284498,Synapse54,1756054284498,Synapse54
1521,95683 (Sloughhouse),95683,55.7,55.7,414408750.0,110578.1994438795,1756054284498,Synapse54,1756054284498,Synapse54
1522,95684 (Somerset),95684,54.8,54.8,758607500.0,229950.84107323727,1756054284498,Synapse54,1756054284498,Synapse54
1523,95685 (Sutter Creek),95685,54.5,54.5,208512500.0,120445.10463981802,1756054284498,Synapse54,1756054284498,Synapse54
1524,95686 (Thornton),95686,38.4,38.4,60627500.0,40304.809750551685,1756054284498,Synapse54,1756054284498,Synapse54
1525,95687 (Vacaville),95687,40.6,40.6,185956250.0,85468.00842197919,1756054284498,Synapse54,1756054284498,Synapse54
1526,95688 (Vacaville),95688,41.6,41.6,384681250.0,99713.61683623362,1756054284498,Synapse54,1756054284498,Synapse54
1527,95689 (Volcano),95689,62.6,62.6,93626250.0,76591.97569626845,1756054284498,Synapse54,1756054284498,Synapse54
1528,95690 (Walnut Grove),95690,43.8,43.8,230035000.0,101880.10125470505,1756054284498,Synapse54,1756054284498,Synapse54
1529,95691 (West Sacramento),95691,39.2,39.2,183046250.0,131557.66756238573,1756054284498,Synapse54,1756054284498,Synapse54
1530,95692 (Wheatland),95692,38.8,38.8,239946250.0,87510.99794697443,1756054284498,Synapse54,1756054284498,Synapse54
1531,95693 (Wilton),95693,45.4,45.4,265478750.0,98687.17753896085,1756054284498,Synapse54,1756054284498,Synapse54
1532,95694 (Winters),95694,39.6,39.6,589027500.0,154700.07283770727,1756054284498,Synapse54,1756054284498,Synapse54
1533,95695 (Woodland),95695,40.8,40.8,598341250.0,150392.19998568163,1756054284498,Synapse54,1756054284498,Synapse54
1534,95697 (Yolo),95697,38.2,38.2,5971250.0,11143.555575951654,1756054284498,Synapse54,1756054284498,Synapse54
1535,95698 (Zamora),95698,42.6,42.6,161382500.0,85669.54636741373,1756054284498,Synapse54,1756054284498,Synapse54
1536,95699 (Drytown),95699,55.0,55.0,4217500.0,10735.845092262689,1756054284498,Synapse54,1756054284498,Synapse54
1537,95701 (Alta),95701,51.6,51.6,129983750.0,69467.05814686036,1756054284498,Synapse54,1756054284498,Synapse54
1538,95703 (Applegate),95703,54.2,54.2,25722500.0,44425.90323049593,1756054284498,Synapse54,1756054284498,Synapse54
1539,95709 (Camino),95709,50.2,50.2,97750000.0,69060.0265209801,1756054284498,Synapse54,1756054284498,Synapse54
1540,95713 (Colfax),95713,50.1,50.1,269546250.0,125409.20624074142,1756054284498,Synapse54,1756054284498,Synapse54
1541,95714 (Dutch Flat),95714,56.1,56.1,29223750.0,32680.389778074757,1756054284498,Synapse54,1756054284498,Synapse54
1542,95715 (Emigrant Gap),95715,45.0,45.0,259633750.0,85616.61308520344,1756054284498,Synapse54,1756054284498,Synapse54
1543,95717 (Gold Run),95717,55.8,55.8,33502500.0,40446.37494150149,1756054284498,Synapse54,1756054284498,Synapse54
1544,95720 (Kyburz),95720,57.0,57.0,569225000.0,147060.5783741985,1756054284498,Synapse54,1756054284498,Synapse54
1545,95721 (Echo Lake),95721,68.8,68.8,37112500.0,52893.30918536356,1756054284498,Synapse54,1756054284498,Synapse54
1546,95722 (Meadow Vista),95722,49.8,49.8,43040000.0,37610.80849615442,1756054284498,Synapse54,1756054284498,Synapse54
1547,95724 (Norden),95724,49.9,49.9,394758750.0,154010.75612850356,1756054284498,Synapse54,1756054284498,Synapse54
1548,95726 (Pollock Pines),95726,47.5,47.5,766645000.0,188146.019518101,1756054284498,Synapse54,1756054284498,Synapse54
1549,95728 (Soda Springs),95728,44.1,44.1,944620000.0,206119.98424912288,1756054284498,Synapse54,1756054284498,Synapse54
1550,95735 (Twin Bridges),95735,55.0,55.0,73517500.0,44374.04305419107,1756054284498,Synapse54,1756054284498,Synapse54
1551,95736 (Weimar),95736,41.8,41.8,860000.0,4039.8951799861684,1756054284498,Synapse54,1756054284498,Synapse54
1552,95742 (Rancho Cordova),95742,37.3,37.3,181076250.0,59891.622485113556,1756054284498,Synapse54,1756054284498,Synapse54
1553,95746 (Granite Bay),95746,49.1,49.1,102645000.0,50495.08374198652,1756054284498,Synapse54,1756054284498,Synapse54
1554,95747 (Roseville),95747,41.9,41.9,194752500.0,74752.54964226934,1756054284498,Synapse54,1756054284498,Synapse54
1555,95757 (Elk Grove),95757,37.8,37.8,302017500.0,85390.25749803706,1756054284498,Synapse54,1756054284498,Synapse54
1556,95758 (Elk Grove),95758,39.9,39.9,56013750.0,40211.81952514166,1756054284498,Synapse54,1756054284498,Synapse54
1557,95762 (El Dorado Hills),95762,47.0,47.0,188309326.921875,91756.12359542721,1756054284498,Synapse54,1756054284498,Synapse54
1558,95765 (Rocklin),95765,38.2,38.2,48487500.0,35207.16919007471,1756054284498,Synapse54,1756054284498,Synapse54
1559,95776 (Woodland),95776,36.7,36.7,443105000.0,114050.47112848745,1756054284498,Synapse54,1756054284498,Synapse54
1560,95811 (Sacramento),95811,38.4,38.4,9253750.0,21846.504392319293,1756054284498,Synapse54,1756054284498,Synapse54
1561,95814 (Sacramento),95814,38.3,38.3,6848750.0,11778.702563910118,1756054284498,Synapse54,1756054284498,Synapse54
1562,95815 (Sacramento),95815,36.3,36.3,31427500.0,26061.897549098183,1756054284498,Synapse54,1756054284498,Synapse54
1563,95816 (Sacramento),95816,37.5,37.5,11935000.0,17669.111686912904,1756054284498,Synapse54,1756054284498,Synapse54
1564,95817 (Sacramento),95817,36.5,36.5,10147500.0,18060.09013596005,1756054284498,Synapse54,1756054284498,Synapse54
1565,95818 (Sacramento),95818,40.3,40.3,16887500.0,19676.94654751877,1756054284498,Synapse54,1756054284498,Synapse54
1566,95819 (Sacramento),95819,41.7,41.7,15955000.0,23784.415976966768,1756054284498,Synapse54,1756054284498,Synapse54
1567,95820 (Sacramento),95820,38.5,38.5,22192500.0,23143.475702376545,1756054284498,Synapse54,1756054284498,Synapse54
1568,95821 (Sacramento),95821,38.4,38.4,30007500.0,28567.45394935839,1756054284498,Synapse54,1756054284498,Synapse54
1569,95822 (Sacramento),95822,39.4,39.4,36812500.0,29322.71772705138,1756054284498,Synapse54,1756054284498,Synapse54
1570,95823 (Sacramento),95823,34.9,34.9,48543750.0,34123.67136237723,1756054284498,Synapse54,1756054284498,Synapse54
1571,95824 (Sacramento),95824,34.2,34.2,16632500.0,20446.404371725803,1756054284498,Synapse54,1756054284498,Synapse54
1572,95825 (Sacramento),95825,37.0,37.0,19075000.0,23456.882020927434,1756054284498,Synapse54,1756054284498,Synapse54
1573,95826 (Sacramento),95826,37.3,37.3,43880000.0,30567.51512315405,1756054284498,Synapse54,1756054284498,Synapse54
1574,95827 (Sacramento),95827,39.0,39.0,35437500.0,47305.68485916021,1756054284498,Synapse54,1756054284498,Synapse54
1575,95828 (Sacramento),95828,37.7,37.7,53767500.0,33892.65004648228,1756054284498,Synapse54,1756054284498,Synapse54
1576,95829 (Sacramento),95829,38.4,38.4,84626250.0,41129.1729237517,1756054284498,Synapse54,1756054284498,Synapse54
1577,95830 (Sacramento),95830,44.4,44.4,55978750.0,36985.00276683223,1756054284498,Synapse54,1756054284498,Synapse54
1578,95831 (Sacramento),95831,46.2,46.2,31712500.0,24594.198919752107,1756054284498,Synapse54,1756054284498,Synapse54
1579,95832 (Sacramento),95832,33.2,33.2,35110000.0,33679.88092831671,1756054284498,Synapse54,1756054284498,Synapse54
1580,95833 (Sacramento),95833,37.0,37.0,37917500.0,32808.16259999906,1756054284498,Synapse54,1756054284498,Synapse54
1581,95834 (Sacramento),95834,36.0,36.0,46342500.0,35848.67363672029,1756054284498,Synapse54,1756054284498,Synapse54
1582,95835 (Sacramento),95835,39.4,39.4,41700000.0,30341.668138438243,1756054284498,Synapse54,1756054284498,Synapse54
1583,95836 (Sacramento),95836,48.3,48.3,57826250.0,47189.752336261095,1756054284498,Synapse54,1756054284498,Synapse54
1584,95837 (Sacramento),95837,47.3,47.3,76726250.0,41533.87178115646,1756054284498,Synapse54,1756054284498,Synapse54
1585,95838 (Sacramento),95838,33.9,33.9,37888750.0,33012.67933012005,1756054284498,Synapse54,1756054284498,Synapse54
1586,95841 (Sacramento),95841,38.9,38.9,17571250.0,26186.97411153109,1756054284498,Synapse54,1756054284498,Synapse54
1587,95842 (Sacramento),95842,36.6,36.6,16738750.0,24666.971320032775,1756054284498,Synapse54,1756054284498,Synapse54
1588,95843 (Antelope),95843,36.5,36.5,28643750.0,26016.493684023757,1756054284498,Synapse54,1756054284498,Synapse54
1589,95864 (Sacramento),95864,44.5,44.5,28460000.0,26583.90751673359,1756054284498,Synapse54,1756054284498,Synapse54
1590,95901 (Marysville),95901,36.1,36.1,1064722500.0,321618.9782998405,1756054284498,Synapse54,1756054284498,Synapse54
1591,95903 (Beale AFB),95903,23.2,23.2,75633750.0,78437.09161383471,1756054284498,Synapse54,1756054284498,Synapse54
1592,95910 (Alleghany),95910,60.0,60.0,43066250.0,38887.622657296524,1756054284498,Synapse54,1756054284498,Synapse54
1593,95912 (Arbuckle),95912,36.2,36.2,883037500.0,153412.3160163793,1756054284498,Synapse54,1756054284498,Synapse54
1594,95913 (Artois),95913,45.2,45.2,13918750.0,18916.982135074304,1756054284498,Synapse54,1756054284498,Synapse54
1595,95914 (Bangor),95914,47.3,47.3,42851250.0,47819.2948846897,1756054284498,Synapse54,1756054284498,Synapse54
